shared_construction_id,mapper_run_id,axis1_record_id,axis2_record_id,membership_payload_hash,dataset_hash,sigma,replicate_id,status,pullback_identity_match,linkage_valid
c3c9be75ed09738e5d99dfb9b3d8fe15e0f31c09353c109228ac641021c7d52e,N1_C_DIGITS__f_mapper__sigma_0.01__rep30,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.01__rep30,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.01__rep30,,aec24163e1dd632b7a30a17be2d81de2903f76722d1a4294f9323e13fcc8d491,0.01,30,fcm_non_convergence,True,True
6b4f0cabba7aaf73ca0a7be56a5bdfbd529e0c94d8c4aebb2a5f0388db15cf40,N1_C_DIGITS__conventional__sigma_0.03__rep01,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep01,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep01,c45f89212da2ec32b63ea882cc4c08ef49ac975ebe300f4b9854c09b4f39de53,24053bc476f061c8d5320d3b6feccf833fc6496fdfb25b11a8c31e8348ebeb75,0.03,1,success,True,True
caef1253bc12cd1f4f9ff6f1964fbb9302425fb02872c03ded95056bb31a407d,N1_C_DIGITS__f_mapper__sigma_0.03__rep01,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep01,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep01,,24053bc476f061c8d5320d3b6feccf833fc6496fdfb25b11a8c31e8348ebeb75,0.03,1,fcm_non_convergence,True,True
54a50c0a34f5a98cff94ca7e9deef6b7313a164b80709558371202ca5fb24bea,N1_C_DIGITS__conventional__sigma_0.03__rep02,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep02,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep02,a15089fe5a392417bf4f044dfaab4fa2a8815de391ff2ad6857375d73cca4e63,2238930f8bd3691628a59e4866c8f4a7487e6a2177c4d85fefd1c94c5a81d229,0.03,2,success,True,True
5064cb46a8337dfee104d9e7630f0ae5f40ea30f11e3780e0d8158a17624f200,N1_C_DIGITS__f_mapper__sigma_0.03__rep02,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep02,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep02,,2238930f8bd3691628a59e4866c8f4a7487e6a2177c4d85fefd1c94c5a81d229,0.03,2,fcm_non_convergence,True,True
531bb362c6764df5afb8a207f30adb809b88eb8f642701d597794f0ff3223f9a,N1_C_DIGITS__conventional__sigma_0.03__rep03,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep03,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep03,91c8b22c11fbb9052ea281925bf1b5d48c41d3c40b6d3738100bd1863112089a,4aaf21fa3c79aacf63bd152fc6bcba28ed701665cb5703d319f03d71e1e720c3,0.03,3,success,True,True
2d74f8a4e1b70ae3e0cad7c99e869ee7d903531e87b274210a883cccbea9af64,N1_C_DIGITS__f_mapper__sigma_0.03__rep03,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep03,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep03,,4aaf21fa3c79aacf63bd152fc6bcba28ed701665cb5703d319f03d71e1e720c3,0.03,3,fcm_non_convergence,True,True
aab68c0ec5e58637bc953052ceb1025eb7bea07d889f8147be0de6e7052d58ec,N1_C_DIGITS__conventional__sigma_0.03__rep04,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep04,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep04,26cfd2ce077981bae27e10a0df344c3abc6f078763c640122335540cb570295d,db733b4fae77836f6b689cb63e588c7d9e95561d68276a44557ce7bbb590ef11,0.03,4,success,True,True
d44b32021b9b1c21dde4c3ddb2f1be3b698b88eeacfc574f3902d8ff073228ac,N1_C_DIGITS__f_mapper__sigma_0.03__rep04,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep04,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep04,,db733b4fae77836f6b689cb63e588c7d9e95561d68276a44557ce7bbb590ef11,0.03,4,fcm_non_convergence,True,True
eb275a7eb0ea67a14d2c1aec2eed30c1ace87e059e2972b5615a9b0713b13a52,N1_C_DIGITS__conventional__sigma_0.03__rep05,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep05,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep05,2768aa93e6a9e817b9e02017e0e7ded2b77683837495f45456c3d48e7117af0a,e14668b8258e9b8904167c614700061db1af98af14456014971414ba1e24d4e8,0.03,5,success,True,True
674b4149cee7fd527be213f715160054091fb9d8dd22606e0680ee4d52ba1db2,N1_C_DIGITS__f_mapper__sigma_0.03__rep05,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep05,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep05,a3f3e5902d6e52cdc396f52ffde099e31533571bd49172fa0af71a2d99286975,e14668b8258e9b8904167c614700061db1af98af14456014971414ba1e24d4e8,0.03,5,success,True,True
4155c34bb62a7ac01bfe5e6ffd719d3401d1fdd31187ada924bbb5ff57169408,N1_C_DIGITS__conventional__sigma_0.03__rep06,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep06,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep06,a12181f68cc77c370342c485b3c7842fd29e6ed72e59a2f9bbcd543150e562e1,4e042dbc8657d44d9e9d4d1bb30538a2801457ba5844e5ee5cb09e8db846c005,0.03,6,success,True,True
6ca8a16a24dc7ebe3e0458f72558c06aa5e83fdf819d0046ff637d25deeb94f0,N1_C_DIGITS__f_mapper__sigma_0.03__rep06,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep06,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep06,bbf39774d6d2523a271e1cd2e7120a0cf679cce64513611edaacd2ed0fad1a6c,4e042dbc8657d44d9e9d4d1bb30538a2801457ba5844e5ee5cb09e8db846c005,0.03,6,success,True,True
b7d555753e65547bdbe4f29faa07de75468726614ac6fa5f5c6ca987c9ac6cbb,N1_C_DIGITS__conventional__sigma_0.03__rep07,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep07,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep07,4e298281b1656ce688077cfde2fe818ae7447724e03be0a4948f99b9adeb39c0,8de9c7b6d380b7ed6c36b0d90cf70fe0b780a8533cf2b379058e96e8c87f6d98,0.03,7,success,True,True
dd477b494f5967ad8373c1a424a30478333ff1550b77aeb4e3c48973d50afdf2,N1_C_DIGITS__f_mapper__sigma_0.03__rep07,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep07,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep07,60b7dbb321b3e0f080f9f1c38246629c83f7c135c760f10b9f4890b763a9c280,8de9c7b6d380b7ed6c36b0d90cf70fe0b780a8533cf2b379058e96e8c87f6d98,0.03,7,success,True,True
f1917ce35bb003d400df5574a3352eaa3315a7d6e9d9da00e70a55641fafecd9,N1_C_DIGITS__conventional__sigma_0.03__rep08,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep08,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep08,2a4659521cc54e1b3cd5901e1075301c1b48d318c38b5574f946a7b0a7e5498b,6ae904ef778cc2b26ae7d25b0d3deaa583cfcb88f46d97a130f56a759c25f419,0.03,8,success,True,True
9f8070962c88a89d2598618cbb95df2d55c42c2cc28d503241cffd7fb883b378,N1_C_DIGITS__f_mapper__sigma_0.03__rep08,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep08,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep08,1bac28e9a580247f088172298eeaa650ef2f505bce7284916a033214ad85008a,6ae904ef778cc2b26ae7d25b0d3deaa583cfcb88f46d97a130f56a759c25f419,0.03,8,success,True,True
d93610ff7ef66657bc601f7d6f20f9955690af3e9fda78621145ba79ff3b7133,N1_C_DIGITS__conventional__sigma_0.03__rep09,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep09,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep09,051dce283c27206e160da511c161e990d50789b17a42fed21a24b1423fd81bde,ca7d2c5a4d45def0de3134f84c546d57842b1aaa619bfe43296346e75bf3e86c,0.03,9,success,True,True
f911500fc599aaafd26eef0641f79649c893577371e6aef69e4d8301dbc2990a,N1_C_DIGITS__f_mapper__sigma_0.03__rep09,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep09,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep09,fda198a4531040aa32f11a8000c8c548bee6550d6c182b85cb34bef518b98c5d,ca7d2c5a4d45def0de3134f84c546d57842b1aaa619bfe43296346e75bf3e86c,0.03,9,success,True,True
b331986b96c86028e52ec67b70e84471ac71be8631bbfe1e5944ffa3a350fc36,N1_C_DIGITS__conventional__sigma_0.03__rep10,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep10,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep10,27242b57f04b24bee4624a97b74826d487de7adc4adedb21a9fc6bb79e418e84,bc6af0960b0b39c7f0a78d85fd02cbed60abbe9c3c4a185f2b2989a339969218,0.03,10,success,True,True
63a010e955203bfa06fde5e4e7114d407d84a39e7ea784835ca1d06e0b45cb81,N1_C_DIGITS__f_mapper__sigma_0.03__rep10,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep10,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep10,,bc6af0960b0b39c7f0a78d85fd02cbed60abbe9c3c4a185f2b2989a339969218,0.03,10,fcm_non_convergence,True,True
d4cce57ff8b387342c6c537d30f1b7f9bd0049debee61f29eba6472b0e597b40,N1_C_DIGITS__conventional__sigma_0.03__rep11,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep11,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep11,28dec88e4dde1c388a270885955391718cdbd34a321b1df35c778f36dec93520,1bfa53edd28dd08121a44b8af30db89a542723757a984b73ffd90acca71cce72,0.03,11,success,True,True
0d3276f4ddd3130144f204fba17cefc0c67cfbc266580f8ddd44682cbe25fe67,N1_C_DIGITS__f_mapper__sigma_0.03__rep11,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep11,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep11,279fc2c2a8bdf8c4677764eec853cf08b15cf316df91ee3a1fc9d00396f0a575,1bfa53edd28dd08121a44b8af30db89a542723757a984b73ffd90acca71cce72,0.03,11,success,True,True
7af149991ac8d89319fec54c73a19ad1a173f250984599e30533d8a6f548d7df,N1_C_DIGITS__conventional__sigma_0.03__rep12,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep12,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep12,ebfcc5545ece17344e008bc8aec58b153399195ec7025e8e01e8f9900db554c6,b00d0b33a99b547be51a2a2e69cf4901bc71a2a9a7aac9e6958a7ea239c180cd,0.03,12,success,True,True
cd1572b50eadd33d923c5589ad57a724f48b219f87142311021a07974f0c04f9,N1_C_DIGITS__f_mapper__sigma_0.03__rep12,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep12,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep12,,b00d0b33a99b547be51a2a2e69cf4901bc71a2a9a7aac9e6958a7ea239c180cd,0.03,12,fcm_non_convergence,True,True
724801a445482fbcb00f751c9c3253203208753122cdf3f9333adad83ea093e4,N1_C_DIGITS__conventional__sigma_0.03__rep13,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep13,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep13,18e01cad6efe6dcc64aa06fd1c5023f5eace38c931627d78eefaff018d3d1f24,267a509b9c357ddb8690b69accc02a11173f76217ec1772e9e4a182abe14535b,0.03,13,success,True,True
690c908c5c2d2c18e9db4c1b7b0a3570a9b21fd761702d229f0c0b38473b3c8d,N1_C_DIGITS__f_mapper__sigma_0.03__rep13,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep13,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep13,0abbbcb4aeda70c85817a84cc99bd2447c9e4ebb33f8287b6eb99b84d16b392f,267a509b9c357ddb8690b69accc02a11173f76217ec1772e9e4a182abe14535b,0.03,13,success,True,True
6ab0b16156378c92c4b088426b5eafea883905badc85466cee6464334d357684,N1_C_DIGITS__conventional__sigma_0.03__rep14,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep14,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep14,81f322e53da82e6b948bffb8b85829e2a3a3d69cb5405937b26f785084b6cf61,d689db4a49a6be49626c7ed7914a434b5b3077ed1e1cbd806dce4f1256c141e4,0.03,14,success,True,True
d5e82b4b5f0b8fa481175452985bc33271374093a3390bd377f7f5228ed73663,N1_C_DIGITS__f_mapper__sigma_0.03__rep14,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep14,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep14,,d689db4a49a6be49626c7ed7914a434b5b3077ed1e1cbd806dce4f1256c141e4,0.03,14,fcm_non_convergence,True,True
e480976f0d6066f73a7afaa105cf6513e4fb693f8c798be5fa5760eed242323a,N1_C_DIGITS__conventional__sigma_0.03__rep15,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep15,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep15,7a35897b285bdb7a6795331d2be8c1496750c4b7aede937cb257e25798f5f97c,126426c0289ded9c57bb37f3bd0604cc127a04a9f260458fb1e65c86c4ee62f5,0.03,15,success,True,True
e39b13080f006502aa06667ccff60f9568c9738f2427df1eea2324ef5fd3e52c,N1_C_DIGITS__f_mapper__sigma_0.03__rep15,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep15,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep15,,126426c0289ded9c57bb37f3bd0604cc127a04a9f260458fb1e65c86c4ee62f5,0.03,15,fcm_non_convergence,True,True
0702efd79f008d66b2aa6da59e90091188d9fdfd531652bf48806661633dbcd9,N1_C_DIGITS__conventional__sigma_0.03__rep16,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep16,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep16,3830c70759565ef3b7ac2dcfafbae1a0ca858414b8fc4f98b74ac4ad40558f78,74e22bf863f2a066278dff393d339995e7891dc8866d271e105eb01da65b246c,0.03,16,success,True,True
8fa10d6e6b7fbe2b4b87d2eefe87d4e4434fefb6a881f26ebf8d5d916293f3f7,N1_C_DIGITS__f_mapper__sigma_0.03__rep16,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep16,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep16,f64fddc2eec783daaa3d067009605dbcb03a0213b196e2a4c00d82038d834f62,74e22bf863f2a066278dff393d339995e7891dc8866d271e105eb01da65b246c,0.03,16,success,True,True
450c714bcfb460f21a5f4f94f2d80f574701b46d79ab491fffc5c428ccacc894,N1_C_DIGITS__conventional__sigma_0.03__rep17,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep17,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep17,e956ad5b58bbc540bcbdcb8de5ed804ea9a42f92c6203eb6d4c57077df128a9a,2603a43ddb927e40a2f6a2a9546ca49e6e2e3b9baa071899a1676d2966d48d22,0.03,17,success,True,True
66f5710d9ef1e130f7bfd4b98819e713997e4f7942748313f001c706d626cf61,N1_C_DIGITS__f_mapper__sigma_0.03__rep17,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep17,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep17,,2603a43ddb927e40a2f6a2a9546ca49e6e2e3b9baa071899a1676d2966d48d22,0.03,17,fcm_non_convergence,True,True
50c1e15c73a69226b27852cf015143011684032022cf18d38679ac73daabd006,N1_C_DIGITS__conventional__sigma_0.03__rep18,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep18,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep18,03fd88128003e7d75c285c63cefddb10554b49e39c2e417e67e2eb315c9efc82,31122439538260ee5eef08373c48f9671eab6d28804aad00c75f060bcf3c521c,0.03,18,success,True,True
853b4804a969882508628993f4e38b9f390bd5b6489d76d435ce410a5d9feaed,N1_C_DIGITS__f_mapper__sigma_0.03__rep18,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep18,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep18,9b978d931b1aa3af6697b781f692a1e840d8c367f5295b5dcb690ab71a10a41a,31122439538260ee5eef08373c48f9671eab6d28804aad00c75f060bcf3c521c,0.03,18,success,True,True
5d6b6d61287e5b341a6e090869592867da6cd8a5d8b63d174f30a055b76db694,N1_C_DIGITS__conventional__sigma_0.03__rep19,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep19,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep19,fa63805909d917152f02d0febd4186ce36efd489311144cd07dbb1521e97d35f,8b0a696e8a4c452311c6e02ada4093bbfe676757560534759b0cb9253ea90f48,0.03,19,success,True,True
78753a8343cc34968103b41be34deea0be196b357b044a093dc551bc86703c0a,N1_C_DIGITS__f_mapper__sigma_0.03__rep19,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep19,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep19,,8b0a696e8a4c452311c6e02ada4093bbfe676757560534759b0cb9253ea90f48,0.03,19,fcm_non_convergence,True,True
6dac8a55e431ca1ddcc1051cba087c2895e23b6a4e77353229a2b06edb30abf5,N1_C_DIGITS__conventional__sigma_0.03__rep20,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep20,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep20,7ad3812e447dd0373d18aa97b71739848f19f1579698072c7087b68b668bc079,b326cad0ccbaeb25d6a8d226a11344e67b67d2d007599888753898227a5b32ce,0.03,20,success,True,True
438f92b46207969948477a8a930523ea8fc0a65b76e63c5afc72e660d4da3540,N1_C_DIGITS__f_mapper__sigma_0.03__rep20,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep20,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep20,2b4bd3066253d48dcb25815f69a53d727c652c48076d694b122cad23c09aa5b5,b326cad0ccbaeb25d6a8d226a11344e67b67d2d007599888753898227a5b32ce,0.03,20,success,True,True
eb5a2325178121469d0b210050702c0961e968c44659bce6afddcc8278c0c17c,N1_C_DIGITS__conventional__sigma_0.03__rep21,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep21,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep21,5674cfbc1a869c1042d86d5e8e8d5cf99d26d1043da05f565b87c4ed66dcb648,8b53e8d6f0b22dbd89b37e34aab2117b8d10f9f0d37fc3787b836402d8816621,0.03,21,success,True,True
a18b8d1a4b819ea3f2ede636a4050181157f0dbd2fe7c9fb4ecfd21d7439c719,N1_C_DIGITS__f_mapper__sigma_0.03__rep21,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep21,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep21,182029a200dad394bdea7919d32dd5ea28ffa596169647df2cf990c58dbf3904,8b53e8d6f0b22dbd89b37e34aab2117b8d10f9f0d37fc3787b836402d8816621,0.03,21,success,True,True
e1a1c7be75a566a9e2e148b83933074c41238fc58d03f63feb5a06c68e6a9224,N1_C_DIGITS__conventional__sigma_0.03__rep22,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep22,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep22,cabbc7570bae41a7520c3ef25a9b7e5d87751d3f2e0b0d242f2856c1a5696507,0dae0a45b4b3991ae3bf38c0ba2a68283f78a82a9b65d8f43e6c44d4625ed5eb,0.03,22,success,True,True
b91ea55f9ede24836ec5b9df8a114c9a50bb12e87901725fcb2452d152935141,N1_C_DIGITS__f_mapper__sigma_0.03__rep22,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep22,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep22,,0dae0a45b4b3991ae3bf38c0ba2a68283f78a82a9b65d8f43e6c44d4625ed5eb,0.03,22,fcm_non_convergence,True,True
4e57e30e25bca6eaa02a26b1faa5cc0c8605de3699d455f64002fa6c6c5d2eb0,N1_C_DIGITS__conventional__sigma_0.03__rep23,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep23,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep23,4d9d4e9578fb98dff6834bbdcb75ebd4e257ea8b1ada37c940dcd72984301908,3b8b3b29ef4519d04b724e85d83ed5b682b91940067fbe379b14411d57500d4a,0.03,23,success,True,True
c82d3af9fd303e6cd66b99ed61bf30d38e1132fb56e6d25aa5090a9af3b6e717,N1_C_DIGITS__f_mapper__sigma_0.03__rep23,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep23,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep23,f0aee6c6a4df9a6049f8728bd1a070e42970ac80858c46a93c6e54feae4d7b43,3b8b3b29ef4519d04b724e85d83ed5b682b91940067fbe379b14411d57500d4a,0.03,23,success,True,True
82f6002c80c6037d5a89190bc9f7abc3439a5c6fff9af2bb1b1dd7d142f21c2e,N1_C_DIGITS__conventional__sigma_0.03__rep24,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep24,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep24,ea43de3b217c22a2a1464def88883863e579d6e674be1ffad99ad117addab604,6afbbaf467c0d2463e65d07539ee6e5ca7b302a9c13e81a21195962d425b6344,0.03,24,success,True,True
c020b53eabdd505619ea008af8522ac217788c669603559bcbe1dd867c6fbd31,N1_C_DIGITS__f_mapper__sigma_0.03__rep24,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep24,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep24,8d7f719464577b8f8f5c8d31970b8cd682df560dd5a57e1a63325682dac87369,6afbbaf467c0d2463e65d07539ee6e5ca7b302a9c13e81a21195962d425b6344,0.03,24,success,True,True
7eb851e2fdc073e400a90cf2c234de9766610acac76cb04dc46c3087fee812fb,N1_C_DIGITS__conventional__sigma_0.03__rep25,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep25,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep25,516325810adba3ddc745bd23c671b83f19e460c1dfe1b3e8b6c8f8d2905eb60a,5cc2b569faaf3a3a2eda61912216dfb6a0ea83778b4027ca224f5fcc5b13f310,0.03,25,success,True,True
53c45c8b41a5cc8686f93579a94bb53993c22b2c37c9a0ad4b6076ae3b76980a,N1_C_DIGITS__f_mapper__sigma_0.03__rep25,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep25,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep25,e3eea712da295276099d30e93d0a5437e56f2b45bd12ad5b0d0ad45aaf0d4191,5cc2b569faaf3a3a2eda61912216dfb6a0ea83778b4027ca224f5fcc5b13f310,0.03,25,success,True,True
06c90f05444b9f72840ba1ff6dc47924c4d0e72fc63cc6fdf8f1272158bf6456,N1_C_DIGITS__conventional__sigma_0.03__rep26,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep26,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep26,e1d1bdbc4bd7f8547fd77315be22d6e81163762aee78fc6a17f5473261123dd8,0cba7e2e611eb571059a39f4dfb0c73ad61519f1c7cefc16a11e0f647c0bf69b,0.03,26,success,True,True
e6d0f47ff9e296aab6f45a6a36f4ecd7598c3e9b74707d4a72a837d292a27ac2,N1_C_DIGITS__f_mapper__sigma_0.03__rep26,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep26,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep26,81b118e321ad2632acb9d7a52688c2e537410dc3596e557ffa6f279ae269d808,0cba7e2e611eb571059a39f4dfb0c73ad61519f1c7cefc16a11e0f647c0bf69b,0.03,26,success,True,True
552b5dcfb42f1d99ec7a78a97ce19a2166479d14ebb74bf5ecbc5d4fe491dbe1,N1_C_DIGITS__conventional__sigma_0.03__rep27,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep27,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep27,37d09e29ac9e6c67be9b97dc666a9ea87756e9b64f3711c75a779ab670648fbf,5fcea4c2e1a963d61a4d598517382aa50f844bee1bce441912ff63c38a7375b1,0.03,27,success,True,True
fc4a94761703493a7b20199153dc27896757a0792b2f4f0f5cb0e45f94e91556,N1_C_DIGITS__f_mapper__sigma_0.03__rep27,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep27,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep27,bec0522be9e5545a3d3cca4c4ced95c9f251c0fffd8fd30593db1effaae07b58,5fcea4c2e1a963d61a4d598517382aa50f844bee1bce441912ff63c38a7375b1,0.03,27,success,True,True
614931cd851c03f3b5473624841c8cd3de98e2aad842d20ba3d753ac61bb4396,N1_C_DIGITS__conventional__sigma_0.03__rep28,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep28,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep28,dfbd495ca3b5b4201527a88ef7563b29901bc63ddb90038fb3a8bfd5ab468be3,52806c841c2b1da12a0fe098f686d71d117c25679a5768a1b66e1d577577768a,0.03,28,success,True,True
962014dbe1ae8b08539b0f94d936fc502a807bfb95df3129447627b52cbf7799,N1_C_DIGITS__f_mapper__sigma_0.03__rep28,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep28,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep28,6bf01f0ea545c74d5f74fa0cc22b5a0bc58ac149aa1891b8938de4bc4874a095,52806c841c2b1da12a0fe098f686d71d117c25679a5768a1b66e1d577577768a,0.03,28,success,True,True
c0f34f1728cc64e3fd407556a51b0b9aacfb5ed0d5f3b7c1ea9011d900ffa32f,N1_C_DIGITS__conventional__sigma_0.03__rep29,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep29,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep29,a3c197a8c75d63f16112f3af97a0a212c9609952a1646eb3853e951f3bb8c815,b994c8451b52f49888b7ca92635be861f851dcb771c581867fe7efbfa2fa491b,0.03,29,success,True,True
e543cf38ace6cb37b71070f25578c202de6b5741d878fc4b2a81cdedf45cd97e,N1_C_DIGITS__f_mapper__sigma_0.03__rep29,AXIS1__N1_C_DIGITS__f_mapper__sigma_0.03__rep29,AXIS2__N1_C_DIGITS__f_mapper__sigma_0.03__rep29,3a827b901e9c099c71bbbef6383e30c8b3f112e86a78804920e484bfaa08b99d,b994c8451b52f49888b7ca92635be861f851dcb771c581867fe7efbfa2fa491b,0.03,29,success,True,True
a4fabbfbc7739a21f5c440ae5da73e665c6278c08dc09f72153e49efc0fbaf31,N1_C_DIGITS__conventional__sigma_0.03__rep30,AXIS1__N1_C_DIGITS__conventional__sigma_0.03__rep30,AXIS2__N1_C_DIGITS__conventional__sigma_0.03__rep30,1229186625831e60ece47193c31e268cc8441c175d504ebcb47f579d2d289747,2dd61b0e47550906c9a5de06323eb7bffda4b5a6b49dcce2663d6c8f5390b6d4,0.03,30,success,True,True
